"AAPL.csv","AMZN.csv","FB.csv","WWE.csv","NASDAQ.csv","S&P.csv"
-0.00400755710768872,0.00339455998708796,0.00173706706175356,0.0124542129104107,0.000986552547972113,0.000983634338303797
-0.0151175719951715,0.00679253053227477,-0.00391562893291649,-0.00651230124863607,-0.00291967277049123,-0.00230960941364044
-0.0131901252057926,-0.00892827953235409,-0.000673948420746722,-0.00291332858387935,-0.00469883738484667,-0.00552567572366809
0.011947054648687,0.00940817665469855,0.00921606646613215,0.000365230108299055,0.012984991300066,0.00819605830144866
-0.00555240184442309,-0.00651551824591334,-0.00328523867220317,0.00547652447888007,-0.00154564282398071,-0.00262596311976075
-0.000999094963225138,-0.00315957976440168,-0.00145248603351957,0.00181550465448421,0.00116764958880649,0.00127568291098095
0.0185904463722895,0.0117018674340012,0.0174554991200768,0.00543675244653855,0.0105688535384644,0.0065411390164367
0.0105117708213007,0.0146293904696784,-0.00544378090045222,-0.00648886085075693,0.000711096136414464,-0.000750261050562127
5.71101940050843e-05,0.0258095463625064,0.0105600931763171,0.0203193766443895,0.00317447948482443,0.00205609524528496
-0.00502945647825333,0.00828832715008435,0.00136776453314238,-0.0206258883134463,-0.00154447505342623,-0.000384257740861238
-0.00585896963315464,-0.001864796904285,-0.00333279245660713,0.0170660487630339,0.00491964011176924,0.00984851264624087
-0.0207431203215753,-0.0270860896867177,-0.0399626854507475,0.00035701535166005,-0.0127264389793821,-0.00036922581521415
0.0139840220435219,0.0133302158269789,0.0117055212783211,0.0167737330478229,0.00726512948478578,0.00819095052417313
-0.00465524563723035,-0.0122371140854047,-0.011739401073348,0.00947700947700959,-0.00383771971290105,-0.00202453064386594
-0.00730780456456464,-0.0244332822182636,-0.0207310386956812,0.0118219749652295,-0.0105467366833135,-0.0010521569099138
-0.000942308576153007,0.00671986889128585,0.00793142235999644,-0.0113402061855671,-0.00194235233983467,-0.00373938154329085
-0.00371377033718454,0.00944316205745653,0.0186888616711351,0.0264164407368787,0.00209545726644438,-0.000114105345071969
0.00183428203856061,0.00645642656740942,0.023173923925638,0.0209955631223988,0.00538044820826354,0.0029323576282972
0.000295227956757389,0.00190548368729352,-0.00632840571959806,0.00597014925373133,0.00399836699874724,0.00550630649839061
0.0194839940835802,0.00595528743545608,0.000223424581005641,0.0121991757335972,0.00511689915920309,0.00320195738261363
-0.00561767533445294,-0.00328515882648337,-0.0116174378983584,-0.00521172621460176,-0.00185601532712792,0.00154892199425154
